customer_id,full_name,email,country,signup_date,risk_segment
CUST_02121,Jeremy Gardner,kennethholmes@example.org,United Kingdom,2023-02-01,high
CUST_02122,Miss Wendy Matthews,cshepherd@example.com,Saint Vincent and the Grenadines,2022-03-27,low
CUST_02123,Joel French,vhardy@example.net,Cyprus,2024-12-10,medium
CUST_02124,Sylvia Phillips,tjenkins@example.org,Indonesia,2021-07-18,medium
CUST_02125,Kieran Graham,victor57@example.net,Slovakia (Slovak Republic),2023-02-13,low
CUST_02126,Wayne Higgins,phowells@example.org,Isle of Man,2025-10-15,high
CUST_02127,Jessica Sykes,walterstracey@example.com,Togo,2025-02-15,medium
CUST_02128,Charlotte Smith,ronaldpalmer@example.com,Lebanon,2022-06-16,low
CUST_02129,Gregory Morley-Garner,sallywilson@example.net,Nigeria,2024-12-20,high
CUST_02130,Mr Daniel Ford,billyfleming@example.com,Czech Republic,2023-11-09,medium
CUST_02131,Annette Turner,ryan65@example.org,Papua New Guinea,2024-01-29,low
CUST_02132,Scott Lambert,deborah28@example.org,New Zealand,2022-10-07,high
CUST_02133,James Blake,jonesglenn@example.org,Latvia,2021-04-25,high
CUST_02134,Carly Barton,harry48@example.com,North Macedonia,2024-01-29,low
CUST_02135,Leonard Smith,sandradobson@example.org,Iran,2022-02-13,high
CUST_02136,Thomas Bond,kwest@example.com,Croatia,2022-09-01,medium
CUST_02137,Gregory Peters,aimeeowen@example.net,Palestinian Territory,2021-08-17,low
CUST_02138,Leah Powell,invalid_email,Kenya,2025-01-16,high
CUST_02139,Samantha Wood,gardnerholly@example.org,United States of America,2025-03-23,high
CUST_02140,Jonathan Knowles,lscott@example.com,Maldives,2022-03-29,high
CUST_02141,Ms Debra Jones,terence62@example.com,Kyrgyz Republic,2022-05-29,high
CUST_02142,Margaret Taylor,gerard22@example.net,Suriname,2025-06-22,high
CUST_02143,Judith Johnson,mauricepowell@example.net,United States of America,2021-05-20,low
CUST_02144,Abigail Smith,lorrainehall@example.org,Martinique,2022-09-22,medium
CUST_02145,Miss Melanie Stevenson,stephaniehudson@example.com,Saint Martin,2023-12-27,medium
CUST_02146,Judith Scott,kingjosh@example.net,Cape Verde,2025-04-08,low
CUST_02147,Dr Charlie Roberts,rnelson@example.com,Bhutan,2023-12-19,high
CUST_02148,Mr Alan Richards,zpalmer@example.net,Tanzania,2023-06-15,medium
CUST_02149,Deborah Berry,jacquelinechapman@example.com,Cape Verde,2022-05-21,medium
CUST_02150,Mr Allan Goddard,jonathananderson@example.org,Finland,2023-05-02,medium
CUST_02151,Mrs Denise Brown,wheelerrosie@example.net,Antigua and Barbuda,2023-05-18,high
CUST_02152,Carl Stevenson-Dale,stevenssusan@example.com,Aruba,2021-08-08,low
CUST_02153,Ricky Johnson,russell97@example.org,Gambia,2025-10-18,medium
CUST_02154,Mr Reece Howells,brendaspencer@example.com,Faroe Islands,2025-12-24,low
CUST_02155,Sophie Shah,joannagiles@example.org,Spain,2021-10-28,medium
CUST_02156,Amelia Davies-Marsh,raustin@example.com,British Indian Ocean Territory (Chagos Archipelago),2022-03-23,low
CUST_02157,Mrs Beth Goodwin,nsmith@example.com,Tuvalu,2024-05-18,high
CUST_02158,Mr Francis Hawkins,antonypearce@example.net,Lithuania,2021-06-09,high
CUST_02159,Steven Osborne,kevin95@example.net,Antarctica (the territory South of 60 deg S),2022-10-28,high
CUST_02160,Mohamed Ward,stephensmith@example.com,Guam,2024-08-27,low
CUST_02161,Rachel Hayward,matthewskayleigh@example.com,Singapore,2023-10-31,high
CUST_02162,Allan Mason,david98@example.com,Gibraltar,2024-01-12,high
CUST_02163,Amber Stanley,hayesluke@example.com,Uganda,2021-06-23,medium
CUST_02164,Lee Mason,sfreeman@example.com,Mali,2021-11-07,low
CUST_02165,Fiona Mitchell,louise21@example.net,Benin,2024-03-24,low
CUST_02166,Teresa Field,racheljones@example.net,Palestinian Territory,2022-08-20,medium
CUST_02167,Michelle Roberts,millsmalcolm@example.com,Uganda,2022-06-28,high
CUST_02168,Abbie Lee,dennisjamie@example.org,British Virgin Islands,2025-06-03,medium
CUST_02169,Jodie Garner,dcarter@example.com,Luxembourg,2023-09-07,high
CUST_02170,Shannon Francis-Daly,gillian94@example.com,Libyan Arab Jamahiriya,2024-10-04,low
CUST_02171,Leslie Kelly,traceydavies@example.org,Croatia,2025-07-02,high
CUST_02172,Chloe Rahman,shane65@example.org,Marshall Islands,2022-04-17,medium
CUST_02173,Dr Brandon Hunt,lydia62@example.com,Lao People's Democratic Republic,2023-10-30,high
CUST_02174,Jayne Harrison,eric65@example.org,Brazil,2025-11-03,medium
CUST_02175,Brian Parry,shaneweston@example.org,Liberia,2023-10-10,high
CUST_02176,Geraldine Patel,hbell@example.com,Iceland,2024-01-10,low
CUST_02177,Justin Cooper,jonesmitchell@example.com,Spain,2023-01-21,low
CUST_02178,Christian Marshall-Craig,lawrencefox@example.net,Slovakia (Slovak Republic),2022-11-06,low
CUST_02179,Mrs Kathleen Ball,dmclean@example.org,Peru,2024-03-26,high
CUST_02180,Marilyn Edwards,qking@example.org,Uganda,2024-01-06,medium
CUST_02181,Mr Michael Davies,evansalison@example.com,Indonesia,2023-08-09,low
CUST_02182,Debra Harding,smithjulie@example.com,Samoa,2022-06-28,medium
CUST_02183,Donald Smith,beverley75@example.net,Myanmar,2025-10-12,low
CUST_02184,Eileen Johnson,fionadavis@example.org,Argentina,2022-03-16,low
CUST_02185,Gary Saunders,alisonhayes@example.com,Timor-Leste,2024-12-30,low
CUST_02186,Donna Barnett-Marsh,jamesedward@example.org,Indonesia,2022-02-17,low
CUST_02187,Marc Ashton-Ferguson,davidpatel@example.org,Niger,2022-05-18,medium
CUST_02188,Natalie Kelly,yprice@example.net,Mauritius,2021-05-23,medium
CUST_02189,Dr Alexandra Evans,benjamin95@example.com,Brunei Darussalam,2024-09-07,high
CUST_02190,Naomi Hawkins-Owen,walkerbeverley@example.org,Mongolia,2022-05-03,medium
CUST_02191,Dr Gordon Holden,colemaurice@example.org,Tanzania,2024-06-09,high
CUST_02192,Janet Brown,barry01@example.com,Macao,2024-02-20,medium
CUST_02193,Miss Chelsea Thomas,charlie85@example.net,Tuvalu,2025-12-23,unknown
CUST_02194,Irene Lewis,imason@example.net,Rwanda,2023-08-25,low
CUST_02195,Dylan Young,gregory81@example.net,Georgia,2022-10-30,high
CUST_02196,Mark Slater-Whittaker,kjohnston@example.org,South Georgia and the South Sandwich Islands,2024-06-22,low
CUST_02197,Mandy Jones,andrew76@example.net,Saint Lucia,2024-07-29,medium
CUST_02198,Ruth Patel,taylorgerard@example.net,Haiti,2021-04-27,medium
CUST_02199,Joanna Simpson,damian69@example.org,Azerbaijan,2022-09-02,low
CUST_02200,Vanessa Khan,jeanjarvis@example.com,Cook Islands,2021-07-06,high
CUST_02201,Maurice Coates,daviesmegan@example.net,Estonia,2024-08-03,medium
CUST_02202,Tony Nash-Pearson,nlee@example.org,Nicaragua,2022-04-08,medium
CUST_02203,Leslie West,clewis@example.org,Iraq,2022-11-26,low
CUST_02204,Mr Patrick Carter,jandrews@example.com,Russian Federation,2024-11-24,medium
CUST_02205,Dr Sandra Bryant,iainsimpson@example.net,Costa Rica,2024-10-28,medium
CUST_02206,Stanley Griffin,hallnatasha@example.org,Philippines,2022-02-10,medium
CUST_02207,Thomas Simpson,dawn58@example.org,Suriname,2023-03-18,high
CUST_02208,Jennifer Rees,kevin87@example.org,Holy See (Vatican City State),2023-05-06,medium
CUST_02209,Aaron Bibi,rdobson@example.com,Antigua and Barbuda,2025-05-25,medium
CUST_02210,Ms Sara Payne,caroline38@example.net,Albania,2021-10-15,medium
CUST_02211,Mrs Sylvia Smith,dtaylor@example.org,Gabon,2023-09-05,low
CUST_02212,Mr Reece Potter,stewartkatie@example.net,Belarus,2022-11-26,medium
CUST_02213,Mrs Jill Baker,vjohnson@example.net,Palestinian Territory,2023-04-06,high
CUST_02214,Abbie Jackson,foxshirley@example.org,Seychelles,2022-02-15,medium
CUST_02215,Denise Allen,invalid_email,Azerbaijan,2026-01-05,medium
CUST_02216,Victoria Ford-Holmes,jean81@example.org,Oman,2023-06-23,high
CUST_02217,Sarah Singh,lharrison@example.org,Yemen,2021-11-25,medium
CUST_02218,Norman Walker,helenshah@example.com,Liberia,2021-12-30,low
CUST_02219,Dr Katherine Lawson,martin28@example.com,Cape Verde,2022-07-28,high
CUST_02220,Charlotte Richardson,melaniecampbell@example.com,Uruguay,2025-07-19,medium
CUST_02221,Beth Akhtar,sylvia60@example.net,Paraguay,2024-09-04,low
CUST_02222,Samantha Dixon,tross@example.net,Luxembourg,2023-05-16,medium
CUST_02223,Ms Tracy Kelly,williamskate@example.org,Monaco,2023-05-13,high
CUST_02224,Teresa Morris,maurice99@example.com,Honduras,2024-10-22,unknown
CUST_02225,Nathan Hayward,jamesfrances@example.com,Korea,2021-07-24,high
CUST_02226,Miss Abigail Harvey,geraldcooke@example.net,New Zealand,2023-05-05,medium
CUST_02227,Dr Cameron Gibson,mscott@example.net,Togo,2024-09-29,medium
CUST_02228,Lauren Burns,xlowe@example.com,British Indian Ocean Territory (Chagos Archipelago),2025-03-11,low
CUST_02229,Gail Rose-Parker,mjames@example.org,Denmark,2024-11-16,low
CUST_02230,Eileen Baxter,vincentjemma@example.net,Mauritania,2024-05-15,medium
CUST_02231,Mr Martyn Woods,mariagilbert@example.com,Cook Islands,2024-04-20,high
CUST_02232,Donald Chapman-Begum,zcollier@example.com,Mauritius,2024-03-25,medium
CUST_02233,Mr Eric Sharpe,victor54@example.org,Anguilla,2021-08-06,medium
CUST_02234,Dr Ashley Fraser,cwilson@example.net,Bangladesh,2022-10-25,medium
CUST_02235,Mr Malcolm Brown,natasha13@example.org,Guatemala,2023-07-09,high
CUST_02236,Amy Hall,iwoods@example.org,Montenegro,2021-11-30,high
CUST_02237,Mrs Karen Marsh,fwebb@example.net,Bangladesh,2022-12-07,medium
CUST_02238,Gail Frost-Wood,wnixon@example.com,Liechtenstein,2022-12-15,low
CUST_02239,Raymond Davis,jpotter@example.com,Libyan Arab Jamahiriya,2024-11-27,high
CUST_02240,Susan Matthews,june82@example.com,Lesotho,2022-10-10,medium
CUST_02241,Jeremy Wood,abdulboyle@example.com,Antigua and Barbuda,2021-11-04,medium
CUST_02242,Dorothy Turner,claytonmalcolm@example.net,Myanmar,2025-04-06,medium
CUST_02243,Andrew Hutchinson,daveygordon@example.org,Wallis and Futuna,2021-12-28,low
CUST_02244,Jenna Fisher,devans@example.org,Portugal,2024-10-07,high
CUST_02245,Mitchell Davis,gcarter@example.org,Svalbard & Jan Mayen Islands,2025-03-21,medium
CUST_02246,James Parkinson,yvonne73@example.org,Bangladesh,2021-11-19,high
CUST_02247,Dr Jack Bradshaw,laurasmith@example.net,Myanmar,2025-04-02,medium
CUST_02248,Kim Fisher,laura02@example.org,Saint Martin,2021-04-08,medium
CUST_02249,Lauren Burns,stonebethany@example.org,British Indian Ocean Territory (Chagos Archipelago),2025-08-18,high
CUST_02250,Henry Joyce-Wilson,mohamed33@example.org,Australia,2025-10-24,low
CUST_02251,Jacob Berry-Brown,rosemaryrobinson@example.net,Moldova,2025-07-22,low
CUST_02252,Claire Richards,pamelahowell@example.org,Sudan,2021-09-26,high
CUST_02253,Lynn Marshall,marion29@example.org,Seychelles,2024-12-31,high
CUST_02254,Raymond Richards-Clarke,fullerdylan@example.com,Anguilla,2023-11-28,medium
CUST_02255,Kevin Cameron-Gibbons,taylorhoward@example.net,Equatorial Guinea,2021-10-20,medium
CUST_02256,Joe O'Neill-Campbell,hughesgerard@example.org,Senegal,2021-12-25,high
CUST_02257,Grace Owen,jasonday@example.com,Poland,2023-05-06,high
CUST_02258,Geoffrey Saunders,boothdamien@example.com,Honduras,2021-09-24,high
CUST_02259,Martin Mason,mannjeffrey@example.org,Estonia,2024-01-07,low
CUST_02260,Dr Stuart Yates,bethan79@example.com,French Polynesia,2021-06-18,low
CUST_02261,Kieran Dixon,clive53@example.net,Saint Martin,2021-08-13,low
CUST_02262,Andrew Bartlett,gerald39@example.com,Micronesia,2025-02-20,high
CUST_02263,Clifford West,ashleightaylor@example.org,Tajikistan,2022-12-07,high
CUST_02264,Dr Victoria Chamberlain,vpalmer@example.com,Gambia,2021-05-03,medium
CUST_02265,Richard Williams,parryrachel@example.com,Bahrain,2021-10-03,low
CUST_02266,Cameron James,albertsmith@example.org,Chad,2022-08-08,low
CUST_02267,Allan Owen,william60@example.org,Slovakia (Slovak Republic),2023-05-04,low
CUST_02268,Clare Jones-Marshall,fieldjessica@example.org,Cuba,2025-04-15,low
CUST_02269,Melanie Williams,turnernigel@example.net,Cocos (Keeling) Islands,2022-04-22,high
CUST_02270,Douglas Davies-Long,murrayandrew@example.com,Uruguay,2024-05-09,medium
CUST_02271,Martyn Bennett,gibsonharriet@example.com,American Samoa,2025-10-22,medium
CUST_02272,Luke Reynolds,amanda79@example.org,United States Virgin Islands,2021-09-28,medium
CUST_02273,Mrs Beth Lawson,nicholasross@example.org,Cook Islands,2025-01-08,high
CUST_02274,Stewart Ahmed,twood@example.com,Jordan,2022-11-10,low
CUST_02275,Dr Matthew Jones,stewartbethan@example.net,United States Virgin Islands,2023-03-20,high
CUST_02276,Mr Ross Coates,francesca82@example.com,Cuba,2023-06-30,low
CUST_02277,Sally Phillips-Stevens,jacksontrevor@example.com,Samoa,2023-06-12,high
CUST_02278,Dr Maurice Jenkins,hallgeoffrey@example.net,Guinea,2021-03-04,medium
CUST_02279,Alison Phillips,diana60@example.org,Germany,2023-09-18,medium
CUST_02280,Samantha Blake,dcooper@example.com,Mauritania,2021-06-11,medium
CUST_02281,Kieran Butler,hchambers@example.org,Netherlands Antilles,2025-12-28,medium
CUST_02282,Vanessa Bennett,amelia55@example.org,American Samoa,2025-05-02,low
CUST_02283,Ms Josephine Francis,zbell@example.net,Chile,2023-06-09,high
CUST_02284,Joe Greenwood,omurphy@example.org,Gibraltar,2023-01-01,low
CUST_02285,Sheila Brown,rita32@example.org,Hungary,2023-01-01,high
CUST_02286,Donald Thomas,ujones@example.org,Egypt,2021-08-16,medium
CUST_02287,Barbara Atkinson,williamsadrian@example.net,Norfolk Island,2021-04-26,medium
CUST_02288,Ms Hazel Smith,hkemp@example.org,Peru,2025-08-19,medium
CUST_02289,Ms Marion Turner,christinewright@example.org,France,2025-01-09,high
CUST_02290,Mrs Michelle Reynolds,adrianmorgan@example.net,Micronesia,2024-10-27,medium
CUST_02291,Matthew Green,lucyfarmer@example.net,American Samoa,2023-02-21,low
CUST_02292,Rachael Patel-Perry,donaldford@example.net,Lesotho,2024-03-14,low
CUST_02293,Kerry Nelson,hardyjamie@example.org,Saint Martin,2022-04-10,low
CUST_02294,Gemma Robinson,kirstysmith@example.org,Venezuela,2025-07-19,high
CUST_02295,Abbie Cole,ewilson@example.com,Western Sahara,2022-05-10,low
CUST_02296,Mr Gary Rahman,fostercarol@example.org,Moldova,2023-01-07,medium
CUST_02297,Dr Kathryn Ellis,kellymorris@example.com,Papua New Guinea,2025-07-18,high
CUST_02298,Gemma Hall,nharvey@example.org,United Arab Emirates,2022-07-06,medium
CUST_02299,Alexandra Coleman,liam37@example.com,Kuwait,2024-10-24,high
CUST_02300,Frank Clarke,hhancock@example.net,Cape Verde,2023-04-21,low
CUST_02301,Paige Pearce,lyndaparker@example.com,North Macedonia,2025-08-22,unknown
CUST_02302,Carl Grant,alexandra11@example.com,Czech Republic,2026-01-01,medium
CUST_02303,Fiona Walton,carolinewebb@example.org,New Caledonia,2022-12-17,high
CUST_02304,Dr Antony Barber,charlie54@example.com,Myanmar,2025-03-01,medium
CUST_02305,Toby Reynolds,clive99@example.com,Belize,2023-06-28,low
CUST_02306,Mr Martin Townsend,barberchristopher@example.com,Saint Helena,2024-09-08,high
CUST_02307,Miss Hannah Brown,williamspeter@example.org,Swaziland,2025-12-10,medium
CUST_02308,Diane Yates-Turner,tsanders@example.net,Croatia,2022-09-03,high
CUST_02309,Iain Newman,lucy26@example.com,Comoros,2022-07-19,medium
CUST_02310,Dr Simon Khan,barneskate@example.org,Norway,2025-12-10,low
CUST_02311,Stanley Begum,kread@example.com,United States of America,2024-10-10,low
CUST_02312,Suzanne James,anthony95@example.org,Netherlands,2023-03-02,low
CUST_02313,Jasmine Yates,judithduffy@example.com,Comoros,2025-01-05,low
CUST_02314,Sheila Reeves,james19@example.net,Faroe Islands,2021-10-30,medium
CUST_02315,Peter Wright-Brennan,whiterita@example.com,Australia,2025-01-01,low
CUST_02316,Ross Thompson,william22@example.com,Tanzania,2023-03-04,high
CUST_02317,Dr Francis Johnson,daniel76@example.com,Angola,2022-08-13,medium
CUST_02318,Mr Daniel Williams,wintersam@example.net,Kenya,2023-03-14,low
CUST_02319,Maureen Ali,newmansara@example.com,Zambia,2025-01-02,high
CUST_02320,Tracy Higgins,vanessahughes@example.net,Gambia,2026-02-04,medium
CUST_02321,Allan Tucker,vlaw@example.net,Singapore,2023-11-06,high
CUST_02322,Norman Taylor-Fisher,geraldine67@example.net,Saint Vincent and the Grenadines,2022-08-02,medium
CUST_02323,Clare Harper,jmills@example.org,Panama,2021-12-26,high
CUST_02324,Mrs Irene Morris,amy17@example.org,United Arab Emirates,2021-08-07,low
CUST_02325,Samantha Hill,gdoyle@example.com,Thailand,2021-05-18,high
CUST_02326,Lawrence Stephens-Ball,henrymalcolm@example.net,Russian Federation,2024-03-24,high
CUST_02327,Leigh Morris,yjones@example.org,Qatar,2023-09-20,medium
CUST_02328,Dr Gillian Andrews,harryjones@example.com,China,2021-12-03,medium
CUST_02329,Miss Carol Parker,martinnatalie@example.com,Dominican Republic,2023-04-16,low
CUST_02330,Robert Harper-Davies,turnerchristopher@example.net,Bulgaria,2022-01-12,high
CUST_02331,Dylan Williams,douglas77@example.net,Dominica,2023-03-03,high
CUST_02332,Joanne Hart,phillipevans@example.com,Martinique,2025-05-31,high
CUST_02333,Joan Roberts,brownjosh@example.net,Myanmar,2022-11-07,high
CUST_02334,Leonard Campbell,cashton@example.com,Germany,2025-07-24,low
CUST_02335,Francis Davies,emma95@example.com,Faroe Islands,2022-01-21,medium
CUST_02336,Dr Rachael Gibbons,taylorkaty@example.org,Bolivia,2024-05-27,unknown
CUST_02337,Mr Denis Newman,froberts@example.org,Azerbaijan,2022-02-13,low
CUST_02338,Donna Smith-Lee,gardnertony@example.com,Jamaica,2025-01-22,low
CUST_02339,Daniel Owens,abbie44@example.org,Mozambique,2023-07-09,low
CUST_02340,Miss Megan Foster,catherinethompson@example.com,Uzbekistan,2021-08-06,low
CUST_02341,Janice Nelson-Allen,francishayes@example.com,South Africa,2023-01-23,low
CUST_02342,Marian Brown,jeremyhunt@example.org,Singapore,2022-10-20,medium
CUST_02343,Dr Hayley Turner,hudsonstuart@example.net,Vietnam,2022-06-19,low
CUST_02344,Dr Natasha Wood,waltonsamuel@example.net,Burkina Faso,2022-08-14,medium
CUST_02345,Colin Abbott,browncharles@example.com,New Zealand,2022-05-27,high
CUST_02346,Liam Mills,katyhoward@example.org,Saint Pierre and Miquelon,2021-06-14,unknown
CUST_02347,Holly Rogers,melanielloyd@example.org,Northern Mariana Islands,2021-11-25,medium
CUST_02348,George Thorpe,helenpoole@example.org,Libyan Arab Jamahiriya,2022-01-18,medium
CUST_02349,Jade Bishop,shaun02@example.net,Niger,2023-07-31,high
CUST_02350,Tina Webster,ahmedjack@example.com,Egypt,2022-01-29,low
CUST_02351,Mr Arthur Richards,gail38@example.com,Palestinian Territory,2025-09-02,high
CUST_02352,Hayley Leonard,garrywatson@example.org,Nauru,2024-01-03,low
CUST_02353,Ricky Thomson-Greenwood,bryanpreston@example.net,Cook Islands,2023-09-17,low
CUST_02354,Kathleen King,dixonwendy@example.org,Denmark,2022-09-02,medium
CUST_02355,Ms Lydia Craig,vmarsh@example.org,Nicaragua,2025-04-22,medium
CUST_02356,Aimee Lee,coxkeith@example.org,China,2023-02-06,high
CUST_02357,Leanne Davies,alijoseph@example.net,Ireland,2022-09-13,high
CUST_02358,Miss Carly Edwards,owengrace@example.net,Gibraltar,2023-06-26,medium
CUST_02359,Dr Francis Holt,josephinejones@example.org,United Kingdom,2025-08-21,high
CUST_02360,Lynne Reeves,crossnathan@example.com,Rwanda,2023-04-29,medium
CUST_02361,Nicole Robinson,ryan29@example.net,Namibia,2021-06-27,medium
CUST_02362,Debra Duncan,fnewman@example.org,Bahamas,2023-02-19,high
CUST_02363,Dean Smith,allanpotter@example.com,Ghana,2025-07-03,low
CUST_02364,Bethany Sykes,jacquelinebrown@example.net,Nepal,2024-02-09,low
CUST_02365,Terry Fisher,flynch@example.net,Northern Mariana Islands,2024-05-17,medium
CUST_02366,Ms Abigail Gibson,johnread@example.org,Guam,2025-05-07,high
CUST_02367,Miss Georgia Robinson,hmatthews@example.net,Senegal,2023-09-03,low
CUST_02368,Jeremy Kirk,harriskirsty@example.net,American Samoa,2025-08-21,medium
CUST_02369,Mohammed Jackson-Coles,owenneil@example.com,Norway,2024-10-01,medium
CUST_02370,Dr Justin Harrison,rwall@example.com,Brunei Darussalam,2024-12-19,high
CUST_02371,Dr Keith Turner,harrisvictor@example.com,American Samoa,2025-05-14,high
CUST_02372,Kathryn Robinson,jamesjulia@example.org,Grenada,2023-05-12,medium
CUST_02373,Terry Steele,hjones@example.net,Wallis and Futuna,2025-12-18,low
CUST_02374,Ms Shirley Morgan,khanjosh@example.net,Niue,2021-03-09,high
CUST_02375,Mathew Walsh,reedronald@example.com,Jordan,2022-09-29,high
CUST_02376,Jake Lewis,amoran@example.org,Saint Helena,2023-10-24,high
CUST_02377,David Green,invalid_email,Greenland,2022-04-12,low
CUST_02378,Mrs Margaret Slater,vwheeler@example.org,Seychelles,2024-01-13,low
CUST_02379,Bethan Adams,jrose@example.com,Tanzania,2026-01-08,medium
CUST_02380,Dr Ashleigh Flynn,martinhollie@example.org,Ecuador,2023-11-02,high
CUST_02381,Marion Whitehead,sianwilson@example.com,Micronesia,2021-04-11,low
CUST_02382,Mr Mohamed Adams,dhall@example.com,Saint Vincent and the Grenadines,2021-10-18,low
CUST_02383,Rosemary Pugh-O'Neill,lgardner@example.net,Anguilla,2021-10-06,high
CUST_02384,Harriet Jones,millerclaire@example.com,Belize,2024-04-29,low
CUST_02385,Vincent Russell,matthewskatie@example.org,Azerbaijan,2022-11-07,medium
CUST_02386,Gail Johnson,frank16@example.com,Maldives,2021-10-12,low
CUST_02387,Martyn Taylor,greenstewart@example.org,Iran,2023-03-20,low
CUST_02388,Sheila Rogers-Marshall,pamela37@example.org,Panama,2026-01-21,medium
CUST_02389,Martyn Quinn,abray@example.org,Estonia,2025-08-23,high
CUST_02390,Dr Josh Collins,csimmons@example.org,South Africa,2024-07-25,low
CUST_02391,Miss Jasmine Hamilton,mbrown@example.com,Algeria,2023-12-12,medium
CUST_02392,Charlotte Godfrey,colesdouglas@example.net,Palau,2025-02-27,high
CUST_02393,Steven Barnett,traceymoore@example.com,Cape Verde,2022-07-04,medium
CUST_02394,Dorothy Shaw,osullivanmaureen@example.net,Jamaica,2023-03-02,low
CUST_02395,Jasmine Parsons,carolinestokes@example.net,Mauritius,2024-12-21,medium
CUST_02396,Dr Chloe Mills,harrisjake@example.org,New Zealand,2021-08-14,low
CUST_02397,Dr Shane O'Sullivan,zoneill@example.net,Maldives,2025-10-25,high
CUST_02398,Jason Atkins,athomas@example.org,Gabon,2024-10-05,high
CUST_02399,Vanessa Dunn,jsingh@example.com,Albania,2021-06-08,medium
CUST_02400,Dr Arthur James,bakerbeverley@example.net,Norway,2022-03-19,low
CUST_02401,Dr Callum Rogers,victorskinner@example.com,French Southern Territories,2023-09-28,high
CUST_02402,Dr Elliot Riley,rosemaryrobinson@example.net,Saint Martin,2024-02-16,medium
CUST_02403,Marc Collins,chloewright@example.net,Malawi,2024-04-29,high
CUST_02404,Deborah Brown-Williams,leanneschofield@example.org,Botswana,2025-12-29,high
CUST_02405,Alexandra Bibi,louis61@example.com,Saint Helena,2025-10-04,low
CUST_02406,Dr Alice Howard,wellsross@example.net,Yemen,2022-05-24,high
CUST_02407,Jean Willis-Hughes,francis21@example.com,Cameroon,2022-02-23,high
CUST_02408,Antony Coates,oparker@example.com,Papua New Guinea,2025-03-15,low
CUST_02409,Ashleigh Weston,bford@example.com,Australia,2023-09-29,high
CUST_02410,Dr Russell Jackson,graeme74@example.com,Kuwait,2025-10-06,high
CUST_02411,Aaron Bray-Marsh,valeriejackson@example.com,Guyana,2021-04-13,low
CUST_02412,Marie Byrne,elaine80@example.org,Eritrea,2023-08-02,low
CUST_02413,Rachel Bishop-James,invalid_email,Iceland,2025-11-10,high
CUST_02414,Elliott Summers-Morley,damienhartley@example.org,Oman,2026-02-06,high
CUST_02415,Dr Samantha Harding,tobygrant@example.com,Qatar,2024-06-19,high
CUST_02416,Dr Denis Patel,glen08@example.net,China,2023-11-28,high
CUST_02417,Ms Leanne Taylor,hodgsonjohn@example.org,Liberia,2021-08-23,medium
CUST_02418,Henry Thomas-Brown,tomjohn@example.org,Sao Tome and Principe,2025-08-01,high
CUST_02419,Elaine Campbell,foxkim@example.com,Comoros,2023-02-15,low
CUST_02420,Jayne Shah,jemmahudson@example.net,Malta,2024-02-04,low
CUST_02421,Connor Dobson,fpatel@example.com,Malaysia,2024-01-24,low
CUST_02422,Angela Singh-Shah,lucasdiane@example.org,Guadeloupe,2025-02-20,low
CUST_02423,Georgia Kennedy,mlee@example.net,Sao Tome and Principe,2022-01-18,high
CUST_02424,Richard Adams-Gray,chloepoole@example.net,Malaysia,2025-06-06,high
CUST_02425,Barbara Peters,johnsonhollie@example.net,Honduras,2024-11-12,medium
CUST_02426,Russell Evans-Carr,abdul10@example.com,Sri Lanka,2022-12-28,high
CUST_02427,Eleanor North,katy64@example.net,Aruba,2022-06-25,unknown
CUST_02428,Gerald Jones,waynetaylor@example.com,Libyan Arab Jamahiriya,2024-01-09,high
CUST_02429,Mrs Kathleen Moore,ajohnson@example.net,Svalbard & Jan Mayen Islands,2022-10-22,medium
CUST_02430,Clive Taylor,stephensstephanie@example.org,Niger,2021-07-20,high
CUST_02431,Megan Murphy-Parkinson,kathleen38@example.com,Saint Pierre and Miquelon,2023-10-05,high
CUST_02432,Dr Gary Brown,lewis98@example.com,Slovakia (Slovak Republic),2022-12-21,low
CUST_02433,Donna Morgan,nicolabailey@example.org,Hungary,2023-03-03,medium
CUST_02434,Gerald Stevenson,tonypearce@example.net,Philippines,2025-04-15,high
CUST_02435,Dr Alex Evans,jean14@example.com,Mali,2023-01-22,high
CUST_02436,Miss Rosemary Thomas,darren82@example.net,Yemen,2021-04-05,medium
CUST_02437,Sylvia Stevens-Smith,sheila36@example.net,Lebanon,2025-10-04,high
CUST_02438,Mr Maurice Sinclair,frances63@example.com,France,2022-10-14,medium
CUST_02439,Mr Oliver Lawrence,echambers@example.net,Nigeria,2021-09-03,medium
CUST_02440,Nathan Dawson,geraldosborne@example.org,American Samoa,2021-06-18,low
CUST_02441,Christopher Glover-Hutchinson,kennethchambers@example.net,San Marino,2022-04-09,high
CUST_02442,Dr Brian Gray,rickyjordan@example.com,Somalia,2024-07-03,medium
CUST_02443,Nigel Khan,psmith@example.com,Albania,2021-08-27,medium
CUST_02444,Harriet Smith,millslinda@example.com,United Arab Emirates,2024-01-16,medium
CUST_02445,Pauline Birch,fodonnell@example.com,Nigeria,2025-08-25,low
CUST_02446,Mrs Charlotte Singh,frenchgary@example.net,Spain,2024-03-06,high
CUST_02447,Mr Matthew Wall,ycox@example.org,Czech Republic,2025-01-13,low
CUST_02448,Amber Williams,edavis@example.net,United States of America,2023-05-16,low
CUST_02449,Dr Jacqueline Kerr,garnerkimberley@example.org,Ghana,2025-01-29,medium
